origin_h3,destination_h3,time_of_day,od_flow
8861892587fffff,88601459d5fffff,0,1
8861892587fffff,88601459d5fffff,4,1
8861892587fffff,88601459d5fffff,7,1
8861892587fffff,88601459d5fffff,13,1
8861892587fffff,88601459d5fffff,18,1
8861892587fffff,8860145a03fffff,22,1
8861892587fffff,8860145a05fffff,22,1
8861892587fffff,8860145a09fffff,6,1
8861892587fffff,8860145a09fffff,10,1
8861892587fffff,8860145a09fffff,22,1
8861892587fffff,8860145a0dfffff,10,1
8861892587fffff,8860145a0dfffff,13,1
8861892587fffff,8860145a0dfffff,16,1
8861892587fffff,8860145a0dfffff,18,1
8861892587fffff,8860145a0dfffff,19,1
8861892587fffff,8860145a0dfffff,21,1
8861892587fffff,8860145a17fffff,1,1
8861892587fffff,8860145a17fffff,9,1
8861892587fffff,8860145a21fffff,6,1
8861892587fffff,8860145a23fffff,8,1
8861892587fffff,8860145a23fffff,18,1
8861892587fffff,8860145a25fffff,20,1
8861892587fffff,8860145a25fffff,21,1
8861892587fffff,8860145a27fffff,15,1
8861892587fffff,8860145a29fffff,2,1
8861892587fffff,8860145a29fffff,3,1
8861892587fffff,8860145a29fffff,4,3
8861892587fffff,8860145a29fffff,22,1
8861892587fffff,8860145a2bfffff,3,1
8861892587fffff,8860145a2bfffff,11,1
8861892587fffff,8860145a2bfffff,20,1
8861892587fffff,8860145a2dfffff,15,1
8861892587fffff,8860145a2dfffff,21,1
8861892587fffff,8860145a31fffff,19,1
8861892587fffff,8860145a33fffff,4,1
8861892587fffff,8860145a33fffff,8,1
8861892587fffff,8860145a33fffff,22,1
8861892587fffff,8860145a3dfffff,8,1
8861892587fffff,8860145a41fffff,1,1
8861892587fffff,8860145a41fffff,4,1
8861892587fffff,8860145a41fffff,18,1
8861892587fffff,8860145a49fffff,3,1
8861892587fffff,8860145a49fffff,17,1
8861892587fffff,8860145a55fffff,5,1
8861892587fffff,8860145a55fffff,12,1
8861892587fffff,8860145a5dfffff,2,1
8861892587fffff,8860145a5dfffff,5,1
8861892587fffff,8860145a5dfffff,8,1
8861892587fffff,8860145a63fffff,0,1
8861892587fffff,8860145a63fffff,18,1
8861892587fffff,8860145a6bfffff,7,1
8861892587fffff,8860145a6bfffff,11,1
8861892587fffff,8860145a6bfffff,14,1
8861892587fffff,8860145a6bfffff,18,1
8861892587fffff,8860145aadfffff,2,1
8861892587fffff,8860145acbfffff,10,1
8861892587fffff,8860145acbfffff,14,1
8861892587fffff,8860145aedfffff,0,1
8861892587fffff,8860145aedfffff,2,1
8861892587fffff,8860145aedfffff,16,1
8861892587fffff,8860145b01fffff,2,1
8861892587fffff,8860145b01fffff,9,1
8861892587fffff,8860145b01fffff,13,1
8861892587fffff,8860145b01fffff,22,1
8861892587fffff,8860145b03fffff,1,1
8861892587fffff,8860145b03fffff,8,1
8861892587fffff,8860145b0bfffff,3,1
8861892587fffff,8860145b11fffff,17,1
8861892587fffff,8860145b17fffff,9,1
8861892587fffff,8860145b17fffff,17,1
8861892587fffff,8860145b1dfffff,2,3
8861892587fffff,8860145b1dfffff,9,1
8861892587fffff,8860145b1dfffff,18,1
8861892587fffff,8860145b33fffff,0,1
8861892587fffff,8860145b33fffff,2,1
8861892587fffff,8860145b33fffff,3,1
8861892587fffff,8860145b39fffff,0,1
8861892587fffff,8860145b39fffff,4,1
8861892587fffff,8860145b39fffff,13,1
8861892587fffff,8860145b39fffff,19,1
8861892587fffff,8860145b51fffff,17,1
8861892587fffff,8860145b51fffff,21,1
8861892587fffff,8860145b53fffff,8,1
8861892587fffff,8860145b53fffff,15,1
8861892587fffff,8860145b53fffff,20,1
8861892587fffff,8860145b55fffff,23,1
8861892587fffff,8860145b59fffff,4,1
8861892587fffff,8860145b59fffff,7,1
8861892587fffff,8860145b59fffff,16,1
8861892587fffff,8860145b5bfffff,5,1
8861892587fffff,8860145b65fffff,5,1
8861892587fffff,8860145b65fffff,20,1
8861892587fffff,8860145b6bfffff,4,1
8861892587fffff,8860145b6bfffff,9,1
8861892587fffff,8860145b6bfffff,23,1
8861892587fffff,8860169647fffff,14,1
8861892587fffff,886016965dfffff,12,1
8861892587fffff,886016965dfffff,18,1
8861892587fffff,886016965dfffff,20,1
8861892587fffff,88601696cbfffff,19,1
8861892587fffff,8861892401fffff,0,1
8861892587fffff,8861892413fffff,1,1
8861892587fffff,8861892413fffff,9,1
8861892587fffff,8861892429fffff,16,1
8861892587fffff,8861892437fffff,4,1
8861892587fffff,886189243bfffff,0,1
8861892587fffff,8861892485fffff,19,1
8861892587fffff,886189248bfffff,7,1
8861892587fffff,88618924a3fffff,13,1
8861892587fffff,88618924a5fffff,10,1
8861892587fffff,88618924abfffff,6,3
8861892587fffff,88618924b5fffff,22,1
8861892587fffff,88618924bbfffff,19,2
8861892587fffff,88618924c7fffff,5,1
8861892587fffff,88618924c7fffff,8,1
8861892587fffff,88618924e3fffff,1,1
8861892587fffff,88618924edfffff,5,1
8861892587fffff,8861892513fffff,1,1
8861892587fffff,8861892513fffff,3,1
8861892587fffff,8861892515fffff,1,1
8861892587fffff,8861892515fffff,4,1
8861892587fffff,8861892515fffff,12,1
8861892587fffff,8861892515fffff,13,1
8861892587fffff,8861892515fffff,16,1
8861892587fffff,8861892529fffff,0,1
8861892587fffff,8861892529fffff,11,1
8861892587fffff,8861892535fffff,12,1
8861892587fffff,8861892535fffff,13,1
8861892587fffff,8861892535fffff,22,1
8861892587fffff,886189253dfffff,8,1
8861892587fffff,886189255bfffff,15,1
8861892587fffff,886189255bfffff,20,1
8861892587fffff,8861892587fffff,4,1
8861892587fffff,8861892587fffff,19,1
8861892587fffff,8861892589fffff,12,1
8861892587fffff,8861892589fffff,20,1
8861892587fffff,886189258bfffff,0,1
8861892587fffff,886189258bfffff,19,1
8861892587fffff,8861892593fffff,1,1
8861892587fffff,8861892593fffff,3,1
8861892587fffff,8861892593fffff,18,1
8861892587fffff,8861892593fffff,20,1
8861892587fffff,88618925a1fffff,20,1
8861892587fffff,88618925cbfffff,22,1
8861892587fffff,88618925d1fffff,7,1
8861892587fffff,88618925d1fffff,11,1
8861892587fffff,88618925d5fffff,4,1
8861892587fffff,88618925d7fffff,7,1
8861892587fffff,88618925d7fffff,11,1
8861892587fffff,88618925d7fffff,13,1
8861892587fffff,88618925dbfffff,7,1
8861892587fffff,88618925e9fffff,19,1
8861892587fffff,8861892c03fffff,2,1
8861892587fffff,8861892c03fffff,12,1
8861892587fffff,8861892c13fffff,5,1
8861892587fffff,8861892c13fffff,16,1
8861892587fffff,8861892c19fffff,11,1
8861892587fffff,8861892c5bfffff,5,1
8861892587fffff,8861892c5bfffff,15,1
8861892587fffff,8861892c83fffff,10,1
8861892587fffff,8861892c83fffff,22,1
8861892587fffff,8861892c91fffff,23,1
8861892587fffff,8861892c93fffff,1,1
8861892587fffff,8861892c93fffff,11,1
8861892587fffff,8861892c93fffff,12,1
8861892587fffff,8861892c93fffff,16,1
8861892587fffff,8861892ca5fffff,21,1
8861892587fffff,8861892cabfffff,1,1
8861892587fffff,8861892cabfffff,19,1
8861892587fffff,8861892cd1fffff,2,1
8861892587fffff,8861892cd1fffff,8,1
8861892587fffff,8861892cd1fffff,12,2
8861892587fffff,8861892cd1fffff,15,1
8861892587fffff,8861892cd3fffff,17,1
8861892587fffff,8861892cd5fffff,5,1
8861892587fffff,8861892cd5fffff,10,1
8861892587fffff,8861892cd7fffff,3,1
8861892587fffff,8861892cd7fffff,4,1
8861892587fffff,8861892cd7fffff,20,1
8861892587fffff,8861892cd7fffff,22,1
8861892587fffff,8861892cd9fffff,4,1
8861892587fffff,8861892cd9fffff,9,1
8861892587fffff,8861892cd9fffff,11,1
8861892587fffff,8861892cd9fffff,21,1
8861892587fffff,8861892cd9fffff,22,1
8861892587fffff,8861892cdbfffff,16,1
8861892587fffff,8861892e07fffff,7,1
8861892587fffff,8861892e19fffff,13,1
8861892587fffff,8861892e19fffff,20,1
8861892587fffff,8861892e1dfffff,0,1
8861892587fffff,8861892e1dfffff,5,1
8861892587fffff,8861892e1dfffff,7,1
8861892587fffff,8861892e1dfffff,9,1
8861892587fffff,8861892e53fffff,20,1
8861892587fffff,8861892e87fffff,20,1
8861892587fffff,8861892e91fffff,3,1
8861892587fffff,8861892e91fffff,17,1
8861892587fffff,8861892e97fffff,0,1
8861892587fffff,8861892e99fffff,12,1
8861892587fffff,8861892ea1fffff,9,1
8861892587fffff,8861892ea1fffff,14,1
8861892587fffff,8861892eabfffff,18,1
8861892587fffff,8861892eb5fffff,6,1
8861892587fffff,8861892eb5fffff,12,1
8861892587fffff,8861892eb5fffff,18,1
8861892587fffff,8861892eb7fffff,15,1
8861892587fffff,8861892ebdfffff,2,1
8861892587fffff,8861892ebdfffff,7,1
8861892587fffff,8861892ebdfffff,16,1
8861892587fffff,8861892ebdfffff,18,1
8861892587fffff,8861892ec3fffff,2,1
8861892587fffff,8861892ec3fffff,4,1
8861892587fffff,8861892ec3fffff,20,1
8861892587fffff,8861892ec5fffff,15,1
8861892587fffff,8861892ed1fffff,1,1
8861892587fffff,8861892ed1fffff,16,1
8861892587fffff,8861892ee1fffff,20,1
8861892589fffff,8860145125fffff,1,1
8861892589fffff,8860145125fffff,16,1
8861892589fffff,8860145125fffff,23,1
8861892589fffff,8860145161fffff,4,1
8861892589fffff,8860145161fffff,18,1
8861892589fffff,8860145807fffff,2,1
8861892589fffff,8860145807fffff,8,1
8861892589fffff,886014581dfffff,20,1
8861892589fffff,8860145829fffff,8,1
8861892589fffff,886014582bfffff,3,1
8861892589fffff,8860145839fffff,3,1
8861892589fffff,8860145843fffff,9,1
8861892589fffff,8860145843fffff,20,1
8861892589fffff,8860145845fffff,7,1
8861892589fffff,8860145845fffff,18,1
8861892589fffff,8860145845fffff,22,1
8861892589fffff,8860145847fffff,18,1
8861892589fffff,8860145849fffff,12,1
8861892589fffff,886014584bfffff,10,1
8861892589fffff,886014584dfffff,2,1
8861892589fffff,886014584dfffff,3,1
8861892589fffff,886014584dfffff,20,1
8861892589fffff,886014585dfffff,13,1
8861892589fffff,886014585dfffff,20,1
8861892589fffff,8860145861fffff,5,1
8861892589fffff,8860145861fffff,23,1
8861892589fffff,8860145867fffff,15,1
8861892589fffff,886014586bfffff,1,1
8861892589fffff,88601458edfffff,7,1
8861892589fffff,8860145909fffff,9,1
8861892589fffff,8860145923fffff,21,1
8861892589fffff,8860145923fffff,22,1
8861892589fffff,8860145923fffff,23,1
8861892589fffff,8860145925fffff,0,1
8861892589fffff,8860145925fffff,5,1
8861892589fffff,8860145925fffff,12,1
8861892589fffff,8860145925fffff,21,1
8861892589fffff,886014593bfffff,0,1
8861892589fffff,886014593bfffff,7,1
8861892589fffff,8860145941fffff,17,1
8861892589fffff,8860145943fffff,1,1
8861892589fffff,8860145943fffff,9,1
8861892589fffff,8860145943fffff,19,1
8861892589fffff,8860145953fffff,8,1
8861892589fffff,8860145957fffff,16,1
8861892589fffff,8860145959fffff,12,1
8861892589fffff,8860145963fffff,13,1
8861892589fffff,886014596dfffff,19,1
8861892589fffff,88601459c5fffff,1,1
8861892589fffff,88601459c5fffff,11,1
8861892589fffff,88601459c5fffff,19,1
8861892589fffff,88601459c5fffff,22,1
8861892589fffff,88601459c9fffff,21,1
8861892589fffff,88601459d5fffff,13,1
8861892589fffff,88601459d5fffff,22,1
8861892589fffff,88601459e9fffff,20,1
8861892589fffff,8860145a09fffff,8,1
8861892589fffff,8860145a09fffff,13,1
8861892589fffff,8860145a0dfffff,3,1
8861892589fffff,8860145a0dfffff,15,1
8861892589fffff,8860145a0dfffff,17,2
8861892589fffff,8860145a23fffff,2,1
8861892589fffff,8860145a27fffff,13,1
8861892589fffff,8860145a29fffff,4,1
8861892589fffff,8860145a29fffff,11,1
8861892589fffff,8860145a29fffff,17,1
8861892589fffff,8860145a29fffff,19,1
8861892589fffff,8860145a2dfffff,9,1
8861892589fffff,8860145a31fffff,0,1
8861892589fffff,8860145a31fffff,14,1
8861892589fffff,8860145a31fffff,17,1
8861892589fffff,8860145a33fffff,13,1
8861892589fffff,8860145a3dfffff,0,1
8861892589fffff,8860145a3dfffff,12,1
8861892589fffff,8860145a3dfffff,13,1
8861892589fffff,8860145a45fffff,8,1
8861892589fffff,8860145a55fffff,5,1
8861892589fffff,8860145a55fffff,11,1
8861892589fffff,8860145a55fffff,12,1
8861892589fffff,8860145a55fffff,20,1
8861892589fffff,8860145a59fffff,14,1
8861892589fffff,8860145a63fffff,12,1
8861892589fffff,8860145a63fffff,16,1
8861892589fffff,8860145a67fffff,21,1
8861892589fffff,8860145a6bfffff,3,1
8861892589fffff,8860145a6dfffff,9,1
8861892589fffff,8860145a8dfffff,12,1
8861892589fffff,8860145a8dfffff,17,1
8861892589fffff,8860145aa3fffff,4,1
8861892589fffff,8860145aa3fffff,16,1
8861892589fffff,8860145aadfffff,13,1
8861892589fffff,8860145aadfffff,16,1
8861892589fffff,8860145acbfffff,2,1
8861892589fffff,8860145acbfffff,11,1
8861892589fffff,8860145acbfffff,20,1
8861892589fffff,8860145b01fffff,8,1
8861892589fffff,8860145b05fffff,7,1
8861892589fffff,8860145b0bfffff,13,1
8861892589fffff,8860145b11fffff,8,1
8861892589fffff,8860145b11fffff,11,1
8861892589fffff,8860145b11fffff,16,1
8861892589fffff,8860145b11fffff,23,1
8861892589fffff,8860145b17fffff,7,1
8861892589fffff,8860145b17fffff,16,1
8861892589fffff,8860145b1dfffff,2,1
8861892589fffff,8860145b1dfffff,3,1
8861892589fffff,8860145b1dfffff,11,1
8861892589fffff,8860145b1dfffff,15,2
8861892589fffff,8860145b21fffff,15,1
8861892589fffff,8860145b33fffff,23,1
8861892589fffff,8860145b39fffff,3,1
8861892589fffff,8860145b39fffff,14,1
8861892589fffff,8860145b41fffff,13,1
8861892589fffff,8860145b41fffff,16,1
8861892589fffff,8860145b53fffff,5,1
8861892589fffff,8860145b53fffff,14,1
8861892589fffff,8860145b53fffff,17,1
8861892589fffff,8860145b53fffff,18,1
8861892589fffff,8860145b59fffff,0,1
8861892589fffff,8860145b59fffff,15,2
8861892589fffff,8860145b5bfffff,8,1
8861892589fffff,8860145b5bfffff,15,1
8861892589fffff,8860145b5bfffff,16,1
8861892589fffff,8860145b5dfffff,2,1
8861892589fffff,8860145b5dfffff,6,1
8861892589fffff,8860145b5dfffff,12,1
8861892589fffff,8860145b65fffff,14,1
8861892589fffff,8860145b6bfffff,10,1
8861892589fffff,8860145b6bfffff,18,1
8861892589fffff,8860169647fffff,2,1
8861892589fffff,8860169647fffff,20,1
8861892589fffff,88601696cbfffff,19,1
8861892589fffff,8861892401fffff,1,1
8861892589fffff,8861892401fffff,11,1
8861892589fffff,8861892407fffff,14,1
8861892589fffff,8861892413fffff,1,1
8861892589fffff,8861892413fffff,14,1
8861892589fffff,8861892425fffff,1,1
8861892589fffff,8861892437fffff,3,1
8861892589fffff,8861892437fffff,18,1
8861892589fffff,886189243bfffff,10,1
8861892589fffff,886189243bfffff,19,1
8861892589fffff,886189243dfffff,23,1
8861892589fffff,8861892485fffff,8,1
8861892589fffff,8861892485fffff,22,1
8861892589fffff,88618924a3fffff,2,1
8861892589fffff,88618924a3fffff,3,1
8861892589fffff,88618924a3fffff,22,1
8861892589fffff,88618924a5fffff,16,1
8861892589fffff,88618924b5fffff,1,1
8861892589fffff,88618924b5fffff,10,1
8861892589fffff,88618924b5fffff,15,1
8861892589fffff,88618924bbfffff,3,1
8861892589fffff,88618924bbfffff,7,1
8861892589fffff,88618924bbfffff,21,1
8861892589fffff,88618924bdfffff,18,1
8861892589fffff,88618924c7fffff,15,1
8861892589fffff,88618924e3fffff,17,1
8861892589fffff,88618924edfffff,12,1
8861892589fffff,88618924edfffff,22,1
8861892589fffff,8861892513fffff,18,1
8861892589fffff,8861892529fffff,0,1
8861892589fffff,8861892535fffff,5,1
8861892589fffff,8861892535fffff,18,1
8861892589fffff,8861892537fffff,15,1
8861892589fffff,8861892537fffff,20,1
8861892589fffff,8861892537fffff,21,1
8861892589fffff,886189256bfffff,12,1
8861892589fffff,8861892587fffff,20,1
8861892589fffff,8861892589fffff,0,1
8861892589fffff,8861892589fffff,5,1
8861892589fffff,8861892589fffff,9,2
8861892589fffff,8861892589fffff,16,1
8861892589fffff,8861892593fffff,1,1
8861892589fffff,8861892595fffff,1,1
8861892589fffff,8861892595fffff,6,1
8861892589fffff,88618925a1fffff,10,1
8861892589fffff,88618925abfffff,1,1
8861892589fffff,88618925abfffff,5,1
8861892589fffff,88618925adfffff,7,1
8861892589fffff,88618925adfffff,20,1
8861892589fffff,88618925b3fffff,4,1
8861892589fffff,88618925b5fffff,13,1
8861892589fffff,88618925b5fffff,17,1
8861892589fffff,88618925cbfffff,10,1
8861892589fffff,88618925cbfffff,12,1
8861892589fffff,88618925cdfffff,2,1
8861892589fffff,88618925cdfffff,19,1
8861892589fffff,88618925d1fffff,4,1
8861892589fffff,88618925d5fffff,2,1
8861892589fffff,88618925d7fffff,13,2
8861892589fffff,88618925dbfffff,2,1
8861892589fffff,88618925dbfffff,7,1
8861892589fffff,88618925dbfffff,18,1
8861892589fffff,88618925e3fffff,2,1
8861892589fffff,88618925e9fffff,2,1
8861892589fffff,88618925e9fffff,6,1
8861892589fffff,88618925ebfffff,7,1
8861892589fffff,88618925ebfffff,8,1
8861892589fffff,8861892c03fffff,1,1
8861892589fffff,8861892c03fffff,2,1
8861892589fffff,8861892c03fffff,5,1
8861892589fffff,8861892c03fffff,12,1
8861892589fffff,8861892c03fffff,13,1
8861892589fffff,8861892c03fffff,21,1
8861892589fffff,8861892c19fffff,1,1
8861892589fffff,8861892c19fffff,18,1
8861892589fffff,8861892c5bfffff,15,1
8861892589fffff,8861892c83fffff,1,1
8861892589fffff,8861892c83fffff,2,1
8861892589fffff,8861892c83fffff,16,1
8861892589fffff,8861892c93fffff,3,1
8861892589fffff,8861892c93fffff,6,1
8861892589fffff,8861892c93fffff,18,1
8861892589fffff,8861892ca5fffff,0,1
8861892589fffff,8861892ca5fffff,1,1
8861892589fffff,8861892ca5fffff,3,1
8861892589fffff,8861892ca5fffff,10,1
8861892589fffff,8861892cabfffff,12,1
8861892589fffff,8861892cc9fffff,10,1
8861892589fffff,8861892cc9fffff,17,1
8861892589fffff,8861892cd1fffff,1,1
8861892589fffff,8861892cd1fffff,12,1
8861892589fffff,8861892cd1fffff,21,1
8861892589fffff,8861892cd5fffff,3,1
8861892589fffff,8861892cd5fffff,14,1
8861892589fffff,8861892ce1fffff,3,1
8861892589fffff,8861892e07fffff,9,1
8861892589fffff,8861892e07fffff,16,1
8861892589fffff,8861892e07fffff,20,1
8861892589fffff,8861892e19fffff,19,1
8861892589fffff,8861892e1dfffff,6,1
8861892589fffff,8861892e31fffff,3,1
8861892589fffff,8861892e31fffff,13,1
8861892589fffff,8861892e81fffff,16,1
8861892589fffff,8861892e87fffff,7,1
8861892589fffff,8861892e87fffff,16,1
8861892589fffff,8861892e91fffff,3,1
8861892589fffff,8861892e91fffff,10,1
8861892589fffff,8861892e97fffff,8,1
8861892589fffff,8861892e97fffff,13,1
8861892589fffff,8861892e99fffff,10,1
8861892589fffff,8861892e99fffff,18,1
8861892589fffff,8861892ea1fffff,16,1
8861892589fffff,8861892ea7fffff,12,1
8861892589fffff,8861892ea7fffff,17,1
8861892589fffff,8861892ea7fffff,21,1
8861892589fffff,8861892eabfffff,0,1
8861892589fffff,8861892eabfffff,2,1
8861892589fffff,8861892eb5fffff,10,1
8861892589fffff,8861892eb5fffff,12,1
8861892589fffff,8861892eb7fffff,8,1
8861892589fffff,8861892eb7fffff,14,1
8861892589fffff,8861892eb7fffff,21,1
8861892589fffff,8861892ebdfffff,6,1
8861892589fffff,8861892ebdfffff,12,1
8861892589fffff,8861892ec5fffff,16,1
8861892589fffff,8861892ed1fffff,6,2
8861892589fffff,8861892ed1fffff,16,1
8861892589fffff,8861892ee1fffff,6,1
886189258bfffff,8860145125fffff,3,1
886189258bfffff,8860145125fffff,18,1
886189258bfffff,8860145125fffff,20,1
886189258bfffff,8860145161fffff,5,1
886189258bfffff,8860145161fffff,17,2
886189258bfffff,8860145807fffff,15,1
886189258bfffff,8860145807fffff,16,1
886189258bfffff,8860145807fffff,20,1
886189258bfffff,8860145809fffff,20,1
886189258bfffff,8860145827fffff,7,1
886189258bfffff,8860145829fffff,9,1
886189258bfffff,8860145829fffff,11,1
886189258bfffff,8860145829fffff,21,2
886189258bfffff,886014582bfffff,0,1
886189258bfffff,886014582bfffff,4,1
886189258bfffff,886014582bfffff,5,1
886189258bfffff,886014582bfffff,15,1
886189258bfffff,8860145843fffff,20,1
886189258bfffff,8860145847fffff,9,1
886189258bfffff,886014584bfffff,17,1
886189258bfffff,886014584dfffff,0,1
886189258bfffff,886014584dfffff,4,1
886189258bfffff,886014584dfffff,7,1
886189258bfffff,886014585dfffff,19,1
886189258bfffff,8860145861fffff,5,1
886189258bfffff,8860145861fffff,19,1
886189258bfffff,8860145863fffff,2,1
886189258bfffff,8860145863fffff,8,1
886189258bfffff,8860145863fffff,15,1
886189258bfffff,8860145863fffff,22,1
886189258bfffff,8860145865fffff,10,1
886189258bfffff,8860145867fffff,19,1
886189258bfffff,8860145869fffff,4,1
886189258bfffff,886014586bfffff,2,1
886189258bfffff,886014586bfffff,9,1
886189258bfffff,886014586bfffff,11,1
886189258bfffff,88601458edfffff,5,1
886189258bfffff,88601458edfffff,11,1
886189258bfffff,88601458edfffff,18,1
886189258bfffff,8860145909fffff,10,1
886189258bfffff,8860145909fffff,17,1
886189258bfffff,8860145923fffff,5,1
886189258bfffff,8860145923fffff,15,1
886189258bfffff,886014593bfffff,4,1
886189258bfffff,886014593bfffff,9,1
886189258bfffff,886014593bfffff,13,1
886189258bfffff,886014593bfffff,16,2
886189258bfffff,8860145941fffff,6,1
886189258bfffff,8860145941fffff,8,1
886189258bfffff,8860145941fffff,17,1
886189258bfffff,8860145943fffff,6,1
886189258bfffff,886014594bfffff,13,1
886189258bfffff,8860145953fffff,16,1
886189258bfffff,8860145957fffff,4,2
886189258bfffff,8860145959fffff,2,1
886189258bfffff,886014595bfffff,1,1
886189258bfffff,8860145963fffff,12,1
886189258bfffff,886014596dfffff,8,1
886189258bfffff,886014596dfffff,17,1
886189258bfffff,88601459c5fffff,6,1
886189258bfffff,88601459d5fffff,8,1
886189258bfffff,88601459d5fffff,13,1
886189258bfffff,88601459d5fffff,17,2
886189258bfffff,88601459d5fffff,18,1
886189258bfffff,88601459e3fffff,1,1
886189258bfffff,88601459e3fffff,11,1
886189258bfffff,88601459e3fffff,12,1
886189258bfffff,88601459e3fffff,21,1
886189258bfffff,88601459e9fffff,6,1
886189258bfffff,88601459e9fffff,9,1
886189258bfffff,88601459e9fffff,23,1
886189258bfffff,8860145a03fffff,1,1
886189258bfffff,8860145a03fffff,3,1
886189258bfffff,8860145a03fffff,23,1
886189258bfffff,8860145a09fffff,16,1
886189258bfffff,8860145a09fffff,18,1
886189258bfffff,8860145a0dfffff,4,1
886189258bfffff,8860145a0dfffff,5,1
886189258bfffff,8860145a0dfffff,12,1
886189258bfffff,8860145a0dfffff,14,1
886189258bfffff,8860145a17fffff,5,1
886189258bfffff,8860145a17fffff,6,1
886189258bfffff,8860145a17fffff,16,1
886189258bfffff,8860145a21fffff,15,1
886189258bfffff,8860145a21fffff,20,1
886189258bfffff,8860145a23fffff,14,1
886189258bfffff,8860145a23fffff,19,1
886189258bfffff,8860145a25fffff,9,1
886189258bfffff,8860145a27fffff,2,1
886189258bfffff,8860145a27fffff,8,2
886189258bfffff,8860145a29fffff,5,1
886189258bfffff,8860145a29fffff,7,1
886189258bfffff,8860145a29fffff,19,1
886189258bfffff,8860145a2bfffff,1,1
886189258bfffff,8860145a2bfffff,21,1
886189258bfffff,8860145a31fffff,2,1
886189258bfffff,8860145a31fffff,4,1
886189258bfffff,8860145a33fffff,1,1
886189258bfffff,8860145a33fffff,10,1
886189258bfffff,8860145a3dfffff,17,1
886189258bfffff,8860145a41fffff,4,1
886189258bfffff,8860145a41fffff,13,1
886189258bfffff,8860145a45fffff,23,1
886189258bfffff,8860145a49fffff,4,1
886189258bfffff,8860145a49fffff,23,1
886189258bfffff,8860145a55fffff,7,2
886189258bfffff,8860145a59fffff,10,2
886189258bfffff,8860145a59fffff,13,1
886189258bfffff,8860145a63fffff,9,1
886189258bfffff,8860145a63fffff,17,1
886189258bfffff,8860145a63fffff,23,1
886189258bfffff,8860145a67fffff,23,1
886189258bfffff,8860145a6bfffff,3,1
886189258bfffff,8860145a6bfffff,9,1
886189258bfffff,8860145a6bfffff,20,1
886189258bfffff,8860145a6dfffff,10,1
886189258bfffff,8860145a8dfffff,21,1
886189258bfffff,8860145aadfffff,16,1
886189258bfffff,8860145aadfffff,19,1
886189258bfffff,8860145acbfffff,8,1
886189258bfffff,8860145acbfffff,13,1
886189258bfffff,8860145acbfffff,15,1
886189258bfffff,8860145acbfffff,19,1
886189258bfffff,8860145acbfffff,22,1
886189258bfffff,8860145aedfffff,0,1
886189258bfffff,8860145aedfffff,2,1
886189258bfffff,8860145b01fffff,6,1
886189258bfffff,8860145b01fffff,13,1
886189258bfffff,8860145b01fffff,17,1
886189258bfffff,8860145b01fffff,22,1
886189258bfffff,8860145b03fffff,17,1
886189258bfffff,8860145b03fffff,19,1
886189258bfffff,8860145b05fffff,23,2
886189258bfffff,8860145b0bfffff,6,1
886189258bfffff,8860145b0bfffff,11,2
886189258bfffff,8860145b11fffff,4,1
886189258bfffff,8860145b11fffff,7,1
886189258bfffff,8860145b17fffff,5,1
886189258bfffff,8860145b17fffff,16,1
886189258bfffff,8860145b1bfffff,2,1
886189258bfffff,8860145b1bfffff,7,1
886189258bfffff,8860145b1bfffff,8,1
886189258bfffff,8860145b1bfffff,16,2
886189258bfffff,8860145b1dfffff,0,1
886189258bfffff,8860145b1dfffff,3,1
886189258bfffff,8860145b1dfffff,10,1
886189258bfffff,8860145b1dfffff,18,1
886189258bfffff,8860145b21fffff,1,1
886189258bfffff,8860145b21fffff,16,1
886189258bfffff,8860145b39fffff,0,1
886189258bfffff,8860145b39fffff,11,1
886189258bfffff,8860145b3dfffff,3,1
886189258bfffff,8860145b3dfffff,20,1
886189258bfffff,8860145b41fffff,0,1
886189258bfffff,8860145b41fffff,3,1
886189258bfffff,8860145b51fffff,2,1
886189258bfffff,8860145b51fffff,21,1
886189258bfffff,8860145b53fffff,5,1
886189258bfffff,8860145b53fffff,11,1
886189258bfffff,8860145b53fffff,16,1
886189258bfffff,8860145b5bfffff,5,1
886189258bfffff,8860145b5bfffff,12,1
886189258bfffff,8860145b5bfffff,14,1
886189258bfffff,8860145b5bfffff,17,2
886189258bfffff,8860145b5bfffff,18,1
886189258bfffff,8860145b5bfffff,19,1
886189258bfffff,8860145b5dfffff,3,1
886189258bfffff,8860145b65fffff,5,1
886189258bfffff,8860145b65fffff,23,1
886189258bfffff,8860145b6bfffff,1,1
886189258bfffff,8860169647fffff,13,1
886189258bfffff,8860169647fffff,20,1
886189258bfffff,8860169647fffff,21,1
886189258bfffff,886016965dfffff,23,1
886189258bfffff,88601696cbfffff,0,1
886189258bfffff,88601696cbfffff,17,1
886189258bfffff,8861892401fffff,3,1
886189258bfffff,8861892401fffff,9,1
886189258bfffff,8861892407fffff,13,1
886189258bfffff,8861892407fffff,14,1
886189258bfffff,8861892413fffff,19,1
886189258bfffff,8861892413fffff,22,1
886189258bfffff,8861892413fffff,23,2
886189258bfffff,8861892425fffff,1,1
886189258bfffff,8861892425fffff,15,2
886189258bfffff,8861892429fffff,15,1
886189258bfffff,8861892429fffff,18,1
886189258bfffff,8861892437fffff,1,1
886189258bfffff,8861892437fffff,2,1
886189258bfffff,8861892437fffff,22,2
